,video_name,frame,exp_id
115,a9402f575b5c,valid_u/JPEGImages/a9402f575b5c/00016.jpg,22
116,a9402f575b5c,valid_u/JPEGImages/a9402f575b5c/00012.jpg,23
117,a9402f575b5c,valid_u/JPEGImages/a9402f575b5c/00017.jpg,24
118,a9402f575b5c,valid_u/JPEGImages/a9402f575b5c/00014.jpg,25
119,a9402f575b5c,valid_u/JPEGImages/a9402f575b5c/00012.jpg,26
120,a9402f575b5c,valid_u/JPEGImages/a9402f575b5c/00012.jpg,27
121,a9402f575b5c,valid_u/JPEGImages/a9402f575b5c/00014.jpg,28
122,a9402f575b5c,valid_u/JPEGImages/a9402f575b5c/00012.jpg,29
123,a9402f575b5c,valid_u/JPEGImages/a9402f575b5c/00014.jpg,30
124,a9402f575b5c,valid_u/JPEGImages/a9402f575b5c/00012.jpg,31
125,329909730c21,valid_u/JPEGImages/329909730c21/00012.jpg,0
126,329909730c21,valid_u/JPEGImages/329909730c21/00012.jpg,1
127,329909730c21,valid_u/JPEGImages/329909730c21/00012.jpg,2
128,329909730c21,valid_u/JPEGImages/329909730c21/00012.jpg,3
129,329909730c21,valid_u/JPEGImages/329909730c21/00012.jpg,4
130,329909730c21,valid_u/JPEGImages/329909730c21/00012.jpg,5
131,329909730c21,valid_u/JPEGImages/329909730c21/00012.jpg,6
132,329909730c21,valid_u/JPEGImages/329909730c21/00012.jpg,7
133,329909730c21,valid_u/JPEGImages/329909730c21/00012.jpg,8
134,329909730c21,valid_u/JPEGImages/329909730c21/00012.jpg,9
135,329909730c21,valid_u/JPEGImages/329909730c21/00012.jpg,10
136,329909730c21,valid_u/JPEGImages/329909730c21/00012.jpg,11
137,329909730c21,valid_u/JPEGImages/329909730c21/00012.jpg,12
138,329909730c21,valid_u/JPEGImages/329909730c21/00012.jpg,13
139,329909730c21,valid_u/JPEGImages/329909730c21/00012.jpg,14
140,329909730c21,valid_u/JPEGImages/329909730c21/00012.jpg,15
141,329909730c21,valid_u/JPEGImages/329909730c21/00012.jpg,16
142,329909730c21,valid_u/JPEGImages/329909730c21/00012.jpg,17
143,329909730c21,valid_u/JPEGImages/329909730c21/00012.jpg,18
144,329909730c21,valid_u/JPEGImages/329909730c21/00012.jpg,19
145,329909730c21,valid_u/JPEGImages/329909730c21/00012.jpg,20
146,329909730c21,valid_u/JPEGImages/329909730c21/00012.jpg,21
147,329909730c21,valid_u/JPEGImages/329909730c21/00012.jpg,22
148,329909730c21,valid_u/JPEGImages/329909730c21/00012.jpg,23
149,329909730c21,valid_u/JPEGImages/329909730c21/00012.jpg,24
150,2fbec459efc2,valid_u/JPEGImages/2fbec459efc2/00017.jpg,0
151,2fbec459efc2,valid_u/JPEGImages/2fbec459efc2/00001.jpg,1
152,2fbec459efc2,valid_u/JPEGImages/2fbec459efc2/00012.jpg,2
153,2fbec459efc2,valid_u/JPEGImages/2fbec459efc2/00025.jpg,3
154,2fbec459efc2,valid_u/JPEGImages/2fbec459efc2/00002.jpg,4
155,2fbec459efc2,valid_u/JPEGImages/2fbec459efc2/00001.jpg,5
156,2fbec459efc2,valid_u/JPEGImages/2fbec459efc2/00025.jpg,6
157,2fbec459efc2,valid_u/JPEGImages/2fbec459efc2/00002.jpg,7
158,2fbec459efc2,valid_u/JPEGImages/2fbec459efc2/00002.jpg,8
159,2fbec459efc2,valid_u/JPEGImages/2fbec459efc2/00002.jpg,9
160,2fbec459efc2,valid_u/JPEGImages/2fbec459efc2/00002.jpg,10
161,2fbec459efc2,valid_u/JPEGImages/2fbec459efc2/00002.jpg,11
162,2fbec459efc2,valid_u/JPEGImages/2fbec459efc2/00002.jpg,12
163,2fbec459efc2,valid_u/JPEGImages/2fbec459efc2/00002.jpg,13
164,2fbec459efc2,valid_u/JPEGImages/2fbec459efc2/00002.jpg,14
165,2fbec459efc2,valid_u/JPEGImages/2fbec459efc2/00002.jpg,15
166,2fbec459efc2,valid_u/JPEGImages/2fbec459efc2/00002.jpg,16
167,2fbec459efc2,valid_u/JPEGImages/2fbec459efc2/00002.jpg,17
168,2fbec459efc2,valid_u/JPEGImages/2fbec459efc2/00002.jpg,18
169,2fbec459efc2,valid_u/JPEGImages/2fbec459efc2/00015.jpg,19
170,2fbec459efc2,valid_u/JPEGImages/2fbec459efc2/00015.jpg,20
171,2fbec459efc2,valid_u/JPEGImages/2fbec459efc2/00002.jpg,21
172,2fbec459efc2,valid_u/JPEGImages/2fbec459efc2/00015.jpg,22
173,2fbec459efc2,valid_u/JPEGImages/2fbec459efc2/00002.jpg,23
174,2fbec459efc2,valid_u/JPEGImages/2fbec459efc2/00002.jpg,24
175,2fbec459efc2,valid_u/JPEGImages/2fbec459efc2/00002.jpg,25
176,2fbec459efc2,valid_u/JPEGImages/2fbec459efc2/00002.jpg,26
177,2fbec459efc2,valid_u/JPEGImages/2fbec459efc2/00002.jpg,27
178,2fbec459efc2,valid_u/JPEGImages/2fbec459efc2/00002.jpg,28
179,2fbec459efc2,valid_u/JPEGImages/2fbec459efc2/00015.jpg,29
180,2fbec459efc2,valid_u/JPEGImages/2fbec459efc2/00015.jpg,30
181,2fbec459efc2,valid_u/JPEGImages/2fbec459efc2/00015.jpg,31
182,2fbec459efc2,valid_u/JPEGImages/2fbec459efc2/00015.jpg,32
183,a8f81143d09a,valid_u/JPEGImages/a8f81143d09a/00002.jpg,0
184,a8f81143d09a,valid_u/JPEGImages/a8f81143d09a/00030.jpg,1
185,a8f81143d09a,valid_u/JPEGImages/a8f81143d09a/00003.jpg,2
186,84bf89fe11fe,valid_u/JPEGImages/84bf89fe11fe/00012.jpg,0
187,84bf89fe11fe,valid_u/JPEGImages/84bf89fe11fe/00014.jpg,1
188,84bf89fe11fe,valid_u/JPEGImages/84bf89fe11fe/00014.jpg,2
189,84bf89fe11fe,valid_u/JPEGImages/84bf89fe11fe/00015.jpg,3
190,84bf89fe11fe,valid_u/JPEGImages/84bf89fe11fe/00014.jpg,4
191,84bf89fe11fe,valid_u/JPEGImages/84bf89fe11fe/00014.jpg,5
192,84bf89fe11fe,valid_u/JPEGImages/84bf89fe11fe/00014.jpg,6
193,84bf89fe11fe,valid_u/JPEGImages/84bf89fe11fe/00028.jpg,7
194,84bf89fe11fe,valid_u/JPEGImages/84bf89fe11fe/00014.jpg,8
195,84bf89fe11fe,valid_u/JPEGImages/84bf89fe11fe/00012.jpg,9
196,84bf89fe11fe,valid_u/JPEGImages/84bf89fe11fe/00027.jpg,10
197,84bf89fe11fe,valid_u/JPEGImages/84bf89fe11fe/00015.jpg,11
198,84bf89fe11fe,valid_u/JPEGImages/84bf89fe11fe/00028.jpg,12
199,84bf89fe11fe,valid_u/JPEGImages/84bf89fe11fe/00012.jpg,13
200,84bf89fe11fe,valid_u/JPEGImages/84bf89fe11fe/00014.jpg,14
201,84bf89fe11fe,valid_u/JPEGImages/84bf89fe11fe/00014.jpg,15
202,84bf89fe11fe,valid_u/JPEGImages/84bf89fe11fe/00012.jpg,16
203,84bf89fe11fe,valid_u/JPEGImages/84bf89fe11fe/00012.jpg,17
204,84bf89fe11fe,valid_u/JPEGImages/84bf89fe11fe/00012.jpg,18
205,84bf89fe11fe,valid_u/JPEGImages/84bf89fe11fe/00012.jpg,19
206,84bf89fe11fe,valid_u/JPEGImages/84bf89fe11fe/00012.jpg,20
207,84bf89fe11fe,valid_u/JPEGImages/84bf89fe11fe/00028.jpg,21
208,84bf89fe11fe,valid_u/JPEGImages/84bf89fe11fe/00028.jpg,22
209,84bf89fe11fe,valid_u/JPEGImages/84bf89fe11fe/00028.jpg,23
210,84bf89fe11fe,valid_u/JPEGImages/84bf89fe11fe/00014.jpg,24
211,84bf89fe11fe,valid_u/JPEGImages/84bf89fe11fe/00015.jpg,25
212,84bf89fe11fe,valid_u/JPEGImages/84bf89fe11fe/00014.jpg,26
213,84bf89fe11fe,valid_u/JPEGImages/84bf89fe11fe/00027.jpg,27
214,84bf89fe11fe,valid_u/JPEGImages/84bf89fe11fe/00014.jpg,28
215,84bf89fe11fe,valid_u/JPEGImages/84bf89fe11fe/00028.jpg,29
216,410dae675d9a,valid_u/JPEGImages/410dae675d9a/00025.jpg,0
217,410dae675d9a,valid_u/JPEGImages/410dae675d9a/00005.jpg,1
218,410dae675d9a,valid_u/JPEGImages/410dae675d9a/00012.jpg,2
219,410dae675d9a,valid_u/JPEGImages/410dae675d9a/00025.jpg,3
220,410dae675d9a,valid_u/JPEGImages/410dae675d9a/00002.jpg,4
221,410dae675d9a,valid_u/JPEGImages/410dae675d9a/00002.jpg,5
222,410dae675d9a,valid_u/JPEGImages/410dae675d9a/00006.jpg,6
223,410dae675d9a,valid_u/JPEGImages/410dae675d9a/00006.jpg,7
224,410dae675d9a,valid_u/JPEGImages/410dae675d9a/00006.jpg,8
225,410dae675d9a,valid_u/JPEGImages/410dae675d9a/00006.jpg,9
226,410dae675d9a,valid_u/JPEGImages/410dae675d9a/00007.jpg,10
227,410dae675d9a,valid_u/JPEGImages/410dae675d9a/00025.jpg,11
228,410dae675d9a,valid_u/JPEGImages/410dae675d9a/00006.jpg,12
229,410dae675d9a,valid_u/JPEGImages/410dae675d9a/00006.jpg,13
230,410dae675d9a,valid_u/JPEGImages/410dae675d9a/00006.jpg,14
231,410dae675d9a,valid_u/JPEGImages/410dae675d9a/00006.jpg,15
232,410dae675d9a,valid_u/JPEGImages/410dae675d9a/00002.jpg,16
233,410dae675d9a,valid_u/JPEGImages/410dae675d9a/00002.jpg,17
234,410dae675d9a,valid_u/JPEGImages/410dae675d9a/00002.jpg,18
235,410dae675d9a,valid_u/JPEGImages/410dae675d9a/00002.jpg,19
236,410dae675d9a,valid_u/JPEGImages/410dae675d9a/00002.jpg,20
237,410dae675d9a,valid_u/JPEGImages/410dae675d9a/00002.jpg,21
238,410dae675d9a,valid_u/JPEGImages/410dae675d9a/00002.jpg,22
239,410dae675d9a,valid_u/JPEGImages/410dae675d9a/00002.jpg,23
240,410dae675d9a,valid_u/JPEGImages/410dae675d9a/00002.jpg,24
241,410dae675d9a,valid_u/JPEGImages/410dae675d9a/00002.jpg,25
242,410dae675d9a,valid_u/JPEGImages/410dae675d9a/00006.jpg,26
243,410dae675d9a,valid_u/JPEGImages/410dae675d9a/00005.jpg,27
244,410dae675d9a,valid_u/JPEGImages/410dae675d9a/00006.jpg,28
245,410dae675d9a,valid_u/JPEGImages/410dae675d9a/00007.jpg,29
246,410dae675d9a,valid_u/JPEGImages/410dae675d9a/00001.jpg,30
247,410dae675d9a,valid_u/JPEGImages/410dae675d9a/00006.jpg,31
248,410dae675d9a,valid_u/JPEGImages/410dae675d9a/00006.jpg,32
249,410dae675d9a,valid_u/JPEGImages/410dae675d9a/00012.jpg,33
250,410dae675d9a,valid_u/JPEGImages/410dae675d9a/00006.jpg,34
251,410dae675d9a,valid_u/JPEGImages/410dae675d9a/00006.jpg,35
252,3ab5432a1927,valid_u/JPEGImages/3ab5432a1927/00002.jpg,0
253,3ab5432a1927,valid_u/JPEGImages/3ab5432a1927/00002.jpg,1
254,3ab5432a1927,valid_u/JPEGImages/3ab5432a1927/00002.jpg,2
255,3ab5432a1927,valid_u/JPEGImages/3ab5432a1927/00005.jpg,3
256,3ab5432a1927,valid_u/JPEGImages/3ab5432a1927/00002.jpg,4
257,3ab5432a1927,valid_u/JPEGImages/3ab5432a1927/00002.jpg,5
258,3ab5432a1927,valid_u/JPEGImages/3ab5432a1927/00025.jpg,6
259,3ab5432a1927,valid_u/JPEGImages/3ab5432a1927/00002.jpg,7
260,3ab5432a1927,valid_u/JPEGImages/3ab5432a1927/00002.jpg,8
261,3ab5432a1927,valid_u/JPEGImages/3ab5432a1927/00002.jpg,9
262,3ab5432a1927,valid_u/JPEGImages/3ab5432a1927/00002.jpg,10
263,3ab5432a1927,valid_u/JPEGImages/3ab5432a1927/00002.jpg,11
264,3aa794eb940f,valid_u/JPEGImages/3aa794eb940f/00012.jpg,0
265,3aa794eb940f,valid_u/JPEGImages/3aa794eb940f/00002.jpg,1
266,3aa794eb940f,valid_u/JPEGImages/3aa794eb940f/00005.jpg,2
267,3aa794eb940f,valid_u/JPEGImages/3aa794eb940f/00005.jpg,3
268,3aa794eb940f,valid_u/JPEGImages/3aa794eb940f/00012.jpg,4
269,3aa794eb940f,valid_u/JPEGImages/3aa794eb940f/00012.jpg,5
270,3aa794eb940f,valid_u/JPEGImages/3aa794eb940f/00014.jpg,6
271,3aa794eb940f,valid_u/JPEGImages/3aa794eb940f/00012.jpg,7
272,3aa794eb940f,valid_u/JPEGImages/3aa794eb940f/00000.jpg,8
273,3aa794eb940f,valid_u/JPEGImages/3aa794eb940f/00012.jpg,9
274,3aa794eb940f,valid_u/JPEGImages/3aa794eb940f/00002.jpg,10
275,e8d09effc9e0,valid_u/JPEGImages/e8d09effc9e0/00012.jpg,0
276,e8d09effc9e0,valid_u/JPEGImages/e8d09effc9e0/00012.jpg,1
277,e8d09effc9e0,valid_u/JPEGImages/e8d09effc9e0/00015.jpg,2
278,e8d09effc9e0,valid_u/JPEGImages/e8d09effc9e0/00002.jpg,3
279,e8d09effc9e0,valid_u/JPEGImages/e8d09effc9e0/00005.jpg,4
280,e8d09effc9e0,valid_u/JPEGImages/e8d09effc9e0/00005.jpg,5
281,e8d09effc9e0,valid_u/JPEGImages/e8d09effc9e0/00005.jpg,6
282,e8d09effc9e0,valid_u/JPEGImages/e8d09effc9e0/00013.jpg,7
283,7fd5537074bd,valid_u/JPEGImages/7fd5537074bd/00002.jpg,0
284,7fd5537074bd,valid_u/JPEGImages/7fd5537074bd/00002.jpg,1
285,7fd5537074bd,valid_u/JPEGImages/7fd5537074bd/00002.jpg,2
286,7fd5537074bd,valid_u/JPEGImages/7fd5537074bd/00007.jpg,3
287,7fd5537074bd,valid_u/JPEGImages/7fd5537074bd/00002.jpg,4
288,7fd5537074bd,valid_u/JPEGImages/7fd5537074bd/00002.jpg,5
289,7fd5537074bd,valid_u/JPEGImages/7fd5537074bd/00017.jpg,6
290,7fd5537074bd,valid_u/JPEGImages/7fd5537074bd/00019.jpg,7
291,7fd5537074bd,valid_u/JPEGImages/7fd5537074bd/00019.jpg,8
292,7fd5537074bd,valid_u/JPEGImages/7fd5537074bd/00017.jpg,9
293,7fd5537074bd,valid_u/JPEGImages/7fd5537074bd/00002.jpg,10
294,7fd5537074bd,valid_u/JPEGImages/7fd5537074bd/00002.jpg,11
295,7fd5537074bd,valid_u/JPEGImages/7fd5537074bd/00002.jpg,12
296,7fd5537074bd,valid_u/JPEGImages/7fd5537074bd/00002.jpg,13
297,7fd5537074bd,valid_u/JPEGImages/7fd5537074bd/00002.jpg,14
298,2be7a463bbbf,valid_u/JPEGImages/2be7a463bbbf/00015.jpg,0
299,2be7a463bbbf,valid_u/JPEGImages/2be7a463bbbf/00006.jpg,1
300,2be7a463bbbf,valid_u/JPEGImages/2be7a463bbbf/00005.jpg,2
301,2be7a463bbbf,valid_u/JPEGImages/2be7a463bbbf/00005.jpg,3
302,2be7a463bbbf,valid_u/JPEGImages/2be7a463bbbf/00005.jpg,4
303,2be7a463bbbf,valid_u/JPEGImages/2be7a463bbbf/00015.jpg,5
304,2be7a463bbbf,valid_u/JPEGImages/2be7a463bbbf/00002.jpg,6
305,2be7a463bbbf,valid_u/JPEGImages/2be7a463bbbf/00005.jpg,7
306,2be7a463bbbf,valid_u/JPEGImages/2be7a463bbbf/00005.jpg,8
307,2be7a463bbbf,valid_u/JPEGImages/2be7a463bbbf/00007.jpg,9
308,2be7a463bbbf,valid_u/JPEGImages/2be7a463bbbf/00002.jpg,10
309,2be7a463bbbf,valid_u/JPEGImages/2be7a463bbbf/00002.jpg,11
310,2be7a463bbbf,valid_u/JPEGImages/2be7a463bbbf/00002.jpg,12
311,2be7a463bbbf,valid_u/JPEGImages/2be7a463bbbf/00002.jpg,13
312,2be7a463bbbf,valid_u/JPEGImages/2be7a463bbbf/00002.jpg,14
313,ed7d7148e132,valid_u/JPEGImages/ed7d7148e132/00012.jpg,0
314,ed7d7148e132,valid_u/JPEGImages/ed7d7148e132/00001.jpg,1
315,ed7d7148e132,valid_u/JPEGImages/ed7d7148e132/00013.jpg,2
316,ed7d7148e132,valid_u/JPEGImages/ed7d7148e132/00013.jpg,3
317,ed7d7148e132,valid_u/JPEGImages/ed7d7148e132/00012.jpg,4
318,ed7d7148e132,valid_u/JPEGImages/ed7d7148e132/00000.jpg,5
319,ed7d7148e132,valid_u/JPEGImages/ed7d7148e132/00006.jpg,6
320,ed7d7148e132,valid_u/JPEGImages/ed7d7148e132/00002.jpg,7
321,ed7d7148e132,valid_u/JPEGImages/ed7d7148e132/00014.jpg,8
322,ed7d7148e132,valid_u/JPEGImages/ed7d7148e132/00012.jpg,9
323,ed7d7148e132,valid_u/JPEGImages/ed7d7148e132/00006.jpg,10
324,6eac00b5f389,valid_u/JPEGImages/6eac00b5f389/00002.jpg,0
325,6eac00b5f389,valid_u/JPEGImages/6eac00b5f389/00010.jpg,1
326,6eac00b5f389,valid_u/JPEGImages/6eac00b5f389/00005.jpg,2
327,6eac00b5f389,valid_u/JPEGImages/6eac00b5f389/00002.jpg,3
328,6eac00b5f389,valid_u/JPEGImages/6eac00b5f389/00012.jpg,4
329,6eac00b5f389,valid_u/JPEGImages/6eac00b5f389/00014.jpg,5
330,6eac00b5f389,valid_u/JPEGImages/6eac00b5f389/00001.jpg,6
331,6eac00b5f389,valid_u/JPEGImages/6eac00b5f389/00014.jpg,7
332,6eac00b5f389,valid_u/JPEGImages/6eac00b5f389/00008.jpg,8
333,6eac00b5f389,valid_u/JPEGImages/6eac00b5f389/00008.jpg,9
334,6eac00b5f389,valid_u/JPEGImages/6eac00b5f389/00017.jpg,10
335,6eac00b5f389,valid_u/JPEGImages/6eac00b5f389/00015.jpg,11
336,6eac00b5f389,valid_u/JPEGImages/6eac00b5f389/00008.jpg,12
337,e262e26da29e,valid_u/JPEGImages/e262e26da29e/00002.jpg,0
338,e262e26da29e,valid_u/JPEGImages/e262e26da29e/00002.jpg,1
339,e262e26da29e,valid_u/JPEGImages/e262e26da29e/00002.jpg,2
